logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source
"Mar 4, 2026 @ 11:06:46.000",Imperial,dantooine,gcw_region_dantooine_5,factional presence,15,1,185807309678
"Mar 4, 2026 @ 11:07:01.000",Imperial,naboo,gcw_region_naboo_1,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:07:47.000",Imperial,naboo,gcw_region_naboo_13,factional presence,12,1.242867,185807309678
"Mar 4, 2026 @ 11:10:01.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:11:00.000",Imperial,corellia,gcw_region_corellia_6,factional presence,15,1,25970899722
"Mar 4, 2026 @ 11:11:17.000",Rebel,corellia,gcw_region_corellia_6,factional presence,9,0.85,180682276745
"Mar 4, 2026 @ 11:11:49.000",Imperial,talus,gcw_region_talus_13,factional presence,12,1.2428674,185807309678
"Mar 4, 2026 @ 11:13:06.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:15:05.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:16:02.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 11:16:51.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,185807309678
"Mar 4, 2026 @ 11:19:00.000",Rebel,null,gcw_region_endor_15,factional presence,10,1,5456901255
"Mar 4, 2026 @ 11:19:08.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:20:09.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:20:52.000",Imperial,corellia,gcw_region_corellia_13,factional presence,15,1,185807309678
"Mar 4, 2026 @ 11:24:03.000",Rebel,null,gcw_region_endor_15,factional presence,10,1,5456901255
"Mar 4, 2026 @ 11:24:12.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:25:14.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:26:06.000",Imperial,null,gcw_region_endor_15,participating in a Flashpoint,1500,1,-284852676478653874
"Mar 4, 2026 @ 11:26:06.000",Imperial,null,gcw_region_endor_15,winning a Flashpoint,1000,1,-284852676478653874
"Mar 4, 2026 @ 11:27:10.000",Rebel,corellia,gcw_region_corellia_14,factional presence,10,1,5734446754
"Mar 4, 2026 @ 11:27:15.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,126963146243
"Mar 4, 2026 @ 11:27:58.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,177484240736
"Mar 4, 2026 @ 11:28:41.000",Imperial,tatooine,gcw_region_tatooine_8,factional presence,20,1,89623291459
"Mar 4, 2026 @ 11:28:57.000",Imperial,naboo,gcw_region_naboo_13,factional presence,12,1.242869,185807309678
"Mar 4, 2026 @ 11:29:04.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169832346463
"Mar 4, 2026 @ 11:29:41.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,162812733156
"Mar 4, 2026 @ 11:30:14.000",Rebel,talus,gcw_region_talus_14,building up an Invasion,300,1,-348184546868074204
"Mar 4, 2026 @ 11:30:18.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:31:17.000",Imperial,lok,gcw_region_lok_2,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:31:43.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,89623291459
"Mar 4, 2026 @ 11:32:10.000",Rebel,corellia,gcw_region_corellia_14,factional presence,10,1,5734446754
"Mar 4, 2026 @ 11:33:04.000",Rebel,corellia,gcw_region_corellia_14,participating in a PvE Space Battle,750,1,186112254048
"Mar 4, 2026 @ 11:33:04.000",Rebel,corellia,gcw_region_corellia_14,winning a PvE Space Battle,500,1,186112254048
"Mar 4, 2026 @ 11:33:20.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,178556256298
"Mar 4, 2026 @ 11:34:20.000",Imperial,rori,gcw_region_rori_12,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:35:11.000",Rebel,talus,gcw_region_talus_16,factional presence,12,1,5734446754
"Mar 4, 2026 @ 11:35:21.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:36:27.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,147791703585
"Mar 4, 2026 @ 11:36:56.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 11:39:24.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,178556256298
"Mar 4, 2026 @ 11:39:44.000",Rebel,talus,gcw_region_talus_3,factional presence,12,1,42995090670
"Mar 4, 2026 @ 11:40:26.000",Imperial,talus,gcw_region_talus_5,factional presence,10,1,126963146243
"Mar 4, 2026 @ 11:41:28.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,147791703585
"Mar 4, 2026 @ 11:43:02.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,112913027861
"Mar 4, 2026 @ 11:44:46.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,42995090670
"Mar 4, 2026 @ 11:45:26.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:46:06.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,120525193054
"Mar 4, 2026 @ 11:46:30.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,147791703585
"Mar 4, 2026 @ 11:46:42.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 11:47:33.000",Imperial,rori,gcw_region_rori_8,delivering supplies (PvE),1050,21,171792776291
"Mar 4, 2026 @ 11:50:26.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:50:32.000",Rebel,dantooine,gcw_region_dantooine_16,factional presence,10,1,178556256298
"Mar 4, 2026 @ 11:51:44.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 11:54:04.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,131496203627
"Mar 4, 2026 @ 11:55:26.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 11:57:43.000",Rebel,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),2200,20,178610311455
"Mar 4, 2026 @ 11:57:46.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 11:58:59.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),600,12,159733238283
"Mar 4, 2026 @ 11:59:40.000",Rebel,dantooine,gcw_region_dantooine_16,factional presence,10,1,178556256298
"Mar 4, 2026 @ 12:00:29.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550415,126869524760
"Mar 4, 2026 @ 12:00:40.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,178556256298
"Mar 4, 2026 @ 12:01:08.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,131496203627
"Mar 4, 2026 @ 12:01:56.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1300,13,43056054515
"Mar 4, 2026 @ 12:02:48.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 12:05:32.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550419,126869524760
"Mar 4, 2026 @ 12:07:14.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,131496203627
"Mar 4, 2026 @ 12:08:51.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 12:10:34.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550424,126869524760
"Mar 4, 2026 @ 12:12:24.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:13:52.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,185469794392
"Mar 4, 2026 @ 12:14:32.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169832346463
"Mar 4, 2026 @ 12:16:41.000",Rebel,dantooine,gcw_region_dantooine_5,delivering supplies (PvE),350,7,127477178192
"Mar 4, 2026 @ 12:16:47.000",Rebel,dantooine,gcw_region_dantooine_16,factional presence,10,1,178556256298
"Mar 4, 2026 @ 12:17:19.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 12:17:25.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:19:46.000",Rebel,dantooine,gcw_region_dantooine_13,factional presence,10,1,129602053747
"Mar 4, 2026 @ 12:20:26.000",Rebel,naboo,gcw_region_naboo_4,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:20:34.000",Imperial,talus,gcw_region_talus_5,factional presence,6,0.625,184213290207
"Mar 4, 2026 @ 12:20:46.000",Rebel,dantooine,gcw_region_dantooine_11,factional presence,10,1,129602053747
"Mar 4, 2026 @ 12:21:09.000",Rebel,lok,gcw_region_lok_11,factional presence,12,1,185319749819
"Mar 4, 2026 @ 12:21:25.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,36793456729
"Mar 4, 2026 @ 12:22:28.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:22:57.000",Imperial,tatooine,gcw_region_tatooine_8,factional presence,20,1,105926075239
"Mar 4, 2026 @ 12:23:35.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,184675770610
"Mar 4, 2026 @ 12:24:28.000",Rebel,tatooine,gcw_region_tatooine_9,factional presence,22,1,112913027861
"Mar 4, 2026 @ 12:25:04.000",Imperial,lok,gcw_region_lok_11,factional presence,10,1,184482261434
"Mar 4, 2026 @ 12:25:28.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,22,1,112913027861
"Mar 4, 2026 @ 12:25:48.000",Rebel,dantooine,gcw_region_dantooine_5,factional presence,10,1,178556256298
"Mar 4, 2026 @ 12:26:11.000",Rebel,lok,gcw_region_lok_11,winning a Flashpoint,1200,1,-490892359858084065
"Mar 4, 2026 @ 12:26:11.000",Rebel,lok,gcw_region_lok_11,participating in a Flashpoint,1688,1.125,-490892359858084065
"Mar 4, 2026 @ 12:26:12.000",Rebel,lok,gcw_region_lok_11,factional presence,12,1,185319749819
"Mar 4, 2026 @ 12:28:13.000",Rebel,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),770,7,177567251784
"Mar 4, 2026 @ 12:28:13.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 12:29:09.000",Rebel,naboo,gcw_region_naboo_4,factional presence,12,1,42995090670
"Mar 4, 2026 @ 12:33:14.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 12:33:29.000",Rebel,lok,gcw_region_lok_2,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:33:47.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),600,12,159733238283
"Mar 4, 2026 @ 12:34:12.000",Imperial,tatooine,gcw_region_tatooine_12,winning a PvE Space Battle,1000,1,186074252700
"Mar 4, 2026 @ 12:34:12.000",Rebel,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,186074252700
"Mar 4, 2026 @ 12:34:12.000",Imperial,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,186074252700
"Mar 4, 2026 @ 12:37:31.000",Rebel,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),990,9,180661254349
"Mar 4, 2026 @ 12:37:36.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,42995090670
"Mar 4, 2026 @ 12:38:16.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 12:38:32.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:43:18.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 12:44:50.000",Rebel,talus,gcw_region_talus_16,factional presence,12,1,5734446754
"Mar 4, 2026 @ 12:46:38.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,112913027861
"Mar 4, 2026 @ 12:48:39.000",Rebel,talus,gcw_region_talus_16,winning a PvP Space Battle,1200,1,186082252460
"Mar 4, 2026 @ 12:48:39.000",Rebel,talus,gcw_region_talus_16,participating in a PvP Space Battle,1500,1,186082252460
"Mar 4, 2026 @ 12:49:18.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184687809227
"Mar 4, 2026 @ 12:49:54.000",Rebel,talus,gcw_region_talus_16,factional presence,12,1,5734446754
"Mar 4, 2026 @ 12:50:41.000",Rebel,rori,gcw_region_rori_12,factional presence,13,1.1153473,42995090670
"Mar 4, 2026 @ 12:54:58.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1320,22,157235218629
"Mar 4, 2026 @ 12:55:45.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,42995090670
"Mar 4, 2026 @ 12:58:03.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169832346463
"Mar 4, 2026 @ 12:58:19.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,174542762203
"Mar 4, 2026 @ 13:01:44.000",Imperial,corellia,gcw_region_corellia_5,delivering supplies (PvE),600,8,171792776291
"Mar 4, 2026 @ 13:01:47.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:04:10.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:05:16.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,38818046733
"Mar 4, 2026 @ 13:06:06.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:07:26.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,117292161644
"Mar 4, 2026 @ 13:08:59.000",Imperial,talus,gcw_region_talus_8,factional presence,7,0.65,184213290207
"Mar 4, 2026 @ 13:09:09.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),600,12,159733238283
"Mar 4, 2026 @ 13:10:29.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,184687809227
"Mar 4, 2026 @ 13:11:44.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:12:13.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),750,15,127477178192
"Mar 4, 2026 @ 13:14:47.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,177331283377
"Mar 4, 2026 @ 13:15:01.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,165356238563
"Mar 4, 2026 @ 13:15:11.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169783757304
"Mar 4, 2026 @ 13:15:15.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,127993362899
"Mar 4, 2026 @ 13:15:16.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,185036409724
"Mar 4, 2026 @ 13:16:11.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:19:23.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,127993362899
"Mar 4, 2026 @ 13:19:39.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 13:19:48.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:20:15.000",Imperial,naboo,gcw_region_naboo_12,factional presence,10,1,127993362899
"Mar 4, 2026 @ 13:23:53.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:24:25.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,36793456729
"Mar 4, 2026 @ 13:24:40.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,185319749819
"Mar 4, 2026 @ 13:26:20.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,127993362899
"Mar 4, 2026 @ 13:27:48.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:30:07.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,45549081830
"Mar 4, 2026 @ 13:30:13.000",Rebel,naboo,gcw_region_naboo_6,building up an Invasion,338,1.125,-292452502778781373
"Mar 4, 2026 @ 13:30:13.000",Imperial,naboo,gcw_region_naboo_6,building up an Invasion,281,1.125,-292452502778781373
"Mar 4, 2026 @ 13:31:10.000",Rebel,tatooine,gcw_region_tatooine_9,delivering supplies (PvE),660,6,177567251784
"Mar 4, 2026 @ 13:31:25.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,127993362899
"Mar 4, 2026 @ 13:33:13.000",Rebel,null,gcw_region_yavin4_17,factional presence,10,1,5734446754
"Mar 4, 2026 @ 13:33:17.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:34:02.000",Imperial,null,gcw_region_yavin4_17,a PvP kill,0,2,5734446754
"Mar 4, 2026 @ 13:35:05.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,127993362899
"Mar 4, 2026 @ 13:35:07.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,45549081830
"Mar 4, 2026 @ 13:36:03.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1300,13,43056054515
"Mar 4, 2026 @ 13:36:15.000",Rebel,rori,gcw_region_rori_13,factional presence,12,1,5734446754
"Mar 4, 2026 @ 13:38:27.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:39:21.000",Imperial,null,gcw_region_yavin4_17,winning a PvP Space Battle,1000,1,186076254807
"Mar 4, 2026 @ 13:39:21.000",Imperial,null,gcw_region_yavin4_17,participating in a PvP Space Battle,1500,1,186076254807
"Mar 4, 2026 @ 13:40:08.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,45549081830
"Mar 4, 2026 @ 13:41:03.000",Rebel,rori,gcw_region_rori_13,winning a PvP Space Battle,1200,1,186103252537
"Mar 4, 2026 @ 13:41:03.000",Rebel,rori,gcw_region_rori_13,participating in a PvP Space Battle,1500,1,186103252537
"Mar 4, 2026 @ 13:41:09.000",Imperial,rori,gcw_region_rori_13,factional presence,10,1,45549081830
"Mar 4, 2026 @ 13:41:19.000",Rebel,rori,gcw_region_rori_13,factional presence,12,1,5734446754
"Mar 4, 2026 @ 13:42:05.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,38818046733
"Mar 4, 2026 @ 13:42:19.000",Rebel,null,gcw_region_yavin4_17,factional presence,10,1,5734446754
"Mar 4, 2026 @ 13:43:09.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:44:20.000",Rebel,talus,gcw_region_talus_16,factional presence,12,1,5734446754
"Mar 4, 2026 @ 13:46:03.000",Imperial,lok,gcw_region_lok_2,factional presence,10,1,25970899722
"Mar 4, 2026 @ 13:46:24.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,177484240736
"Mar 4, 2026 @ 13:47:03.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,25970899722
"Mar 4, 2026 @ 13:47:23.000",Rebel,naboo,gcw_region_naboo_6,winning an Invasion,300,1,-292452502778781373
"Mar 4, 2026 @ 13:47:23.000",Imperial,naboo,gcw_region_naboo_6,participating in an Invasion,281,1.125,-292452502778781373
"Mar 4, 2026 @ 13:47:23.000",Rebel,naboo,gcw_region_naboo_6,participating in an Invasion,338,1.125,-292452502778781373
"Mar 4, 2026 @ 13:48:03.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,25970899722
"Mar 4, 2026 @ 13:48:25.000",Rebel,tatooine,gcw_region_tatooine_12,a PvE Duty mission wave,11,1,49197209
"Mar 4, 2026 @ 13:50:35.000",Rebel,dantooine,gcw_region_dantooine_11,factional presence,10,1,129602053747
"Mar 4, 2026 @ 13:53:03.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,25970899722
"Mar 4, 2026 @ 14:00:16.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,178556256298
"Mar 4, 2026 @ 14:05:17.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,178556256298
"Mar 4, 2026 @ 14:06:26.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),600,12,159733238283
"Mar 4, 2026 @ 14:08:04.000",Imperial,naboo,gcw_region_naboo_12,factional presence,12,1.1536388,65163281359
"Mar 4, 2026 @ 14:09:57.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,185569968066
"Mar 4, 2026 @ 14:13:06.000",Imperial,naboo,gcw_region_naboo_12,factional presence,12,1.1536393,65163281359
"Mar 4, 2026 @ 14:15:38.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,120525193054
"Mar 4, 2026 @ 14:16:47.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 14:18:09.000",Imperial,naboo,gcw_region_naboo_12,factional presence,12,1.1536398,65163281359
"Mar 4, 2026 @ 14:23:09.000",Imperial,naboo,gcw_region_naboo_12,factional presence,12,1.1536403,65163281359
"Mar 4, 2026 @ 14:24:08.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,127285698998
"Mar 4, 2026 @ 14:24:33.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,130179222756
"Mar 4, 2026 @ 14:25:05.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,174542762203
"Mar 4, 2026 @ 14:26:17.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 14:26:22.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,3558358772
"Mar 4, 2026 @ 14:29:05.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,185569968066
"Mar 4, 2026 @ 14:31:21.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 14:33:42.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1300,13,158780227439
"Mar 4, 2026 @ 14:35:05.000",Imperial,tatooine,gcw_region_tatooine_8,factional presence,20,1,185569968066
"Mar 4, 2026 @ 14:35:20.000",Rebel,corellia,gcw_region_corellia_14,winning a PvE Space Battle,500,1,186112254048
"Mar 4, 2026 @ 14:35:20.000",Rebel,corellia,gcw_region_corellia_14,participating in a PvE Space Battle,750,1,186112254048
"Mar 4, 2026 @ 14:37:36.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,47730406695
"Mar 4, 2026 @ 14:40:08.000",Imperial,tatooine,gcw_region_tatooine_8,factional presence,20,1,185569968066
"Mar 4, 2026 @ 14:44:27.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 14:46:09.000",Imperial,tatooine,gcw_region_tatooine_5,factional presence,20,1,185569968066
"Mar 4, 2026 @ 14:53:33.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 14:54:30.000",Imperial,naboo,gcw_region_naboo_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 14:55:43.000",Rebel,naboo,gcw_region_naboo_1,factional presence,12,1,3022358548
"Mar 4, 2026 @ 14:57:48.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1320,22,3022358548
"Mar 4, 2026 @ 14:58:15.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,126963146243
"Mar 4, 2026 @ 14:58:35.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,25970899722
"Mar 4, 2026 @ 15:00:21.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1300,13,43056054515
"Mar 4, 2026 @ 15:00:36.000",Imperial,lok,gcw_region_lok_2,factional presence,10,1,25970899722
"Mar 4, 2026 @ 15:01:16.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,126963146243
"Mar 4, 2026 @ 15:01:45.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,127477178192
"Mar 4, 2026 @ 15:03:30.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:04:39.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:06:21.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,126963146243
"Mar 4, 2026 @ 15:07:41.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,1162049051
"Mar 4, 2026 @ 15:08:13.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 15:08:19.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1800,18,180677267685
"Mar 4, 2026 @ 15:08:34.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:09:40.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:11:25.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,126963146243
"Mar 4, 2026 @ 15:11:47.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550596,139601218162
"Mar 4, 2026 @ 15:13:45.000",Imperial,lok,gcw_region_lok_2,factional presence,10,1,25970899722
"Mar 4, 2026 @ 15:14:30.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,171792776291
"Mar 4, 2026 @ 15:14:44.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:15:35.000",Imperial,naboo,gcw_region_naboo_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:16:30.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,126963146243
"Mar 4, 2026 @ 15:19:26.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,184699778448
"Mar 4, 2026 @ 15:19:48.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:20:06.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1300,13,158780227439
"Mar 4, 2026 @ 15:20:34.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550604,126963146243
"Mar 4, 2026 @ 15:20:36.000",Imperial,naboo,gcw_region_naboo_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:21:30.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1680,28,175795808315
"Mar 4, 2026 @ 15:21:35.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,126963146243
